input_domain,naics_domain,flag_conference,flag_alexa,flag_yahoo,ecid,ind,ind_score,naics_2,naics_2_desc,naics_4,naics_4_desc,naics_6,naics_6_desc,naics_6_score,jj_corrections
potashridge.com,potashridge.com,null,null,1,1075171672,Mining & Metals,0.997160435,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.28361699,
celanese.com,celanese.com,null,null,1,1075560540,Chemicals,0.972522318,42,Wholesale Trade,4246,Chemical and Allied Products Merchant Wholesalers,424690,Other Chemical and Allied Products Merchant Wholesalers,0.283403248,
synpulse.com,synpulse.com,1,null,null,1082887053,Management Consulting,0.894109309,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541611,Administrative Management and General Management Consulting Services,0.282818526,541611
as.com,as.com,null,1,null,1078673552,Newspapers,0.450050771,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713940,Fitness and Recreational Sports Centers,0.282816052,
amrealtytrust.com,amrealtytrust.com,null,null,1,1098572865,Real Estate,0.808696866,53,Real Estate and Rental and Leasing,5312,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,0.282579869,
alliancedata.com,alliancedata.com,null,null,1,1077145349,Marketing and Advertising,0.881492496,51,Information,5191,Other Information Services,519190,All Other Information Services,0.282490701,
commercehub.com,commercehub.com,null,null,1,1074429180,Computer Software,0.32393688,51,Information,5112,Software Publishers,511210,Software Publishers,0.282117158,
topazresourcesinc.com,topazresourcesinc.com,null,null,1,1076024797,Oil & Energy,0.731711566,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.282115251,
dbmmgroup.com,dbmmgroup.com,null,null,1,1097853082,Marketing and Advertising,0.883415699,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541810,Advertising Agencies,0.282075703,
nationalstorageaffiliates.com,nationalstorageaffiliates.com,null,null,1,1074484483,Real Estate,0.694286525,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531130,Lessors of Miniwarehouses and Self-Storage Units,0.281925678,
conciergetechnology.net,conciergetechnology.net,null,null,1,null,Financial Services,0.88325125,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.281768322,
solium.com,solium.com,null,null,1,1077304327,Computer Software,0.352204233,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation,0.28155306,
realbizmedia.com,realbizmedia.com,null,null,1,1075010515,Marketing and Advertising,0.513694525,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.281424165,
creditkarma.com,creditkarma.com,null,1,null,1073964450,Financial Services,0.717866063,52,Finance and Insurance,5239,Other Financial Investment Activities,523930,Investment Advice,0.281344682,
datawatch.com,datawatch.com,null,null,1,1075944051,Computer Software,0.93351835,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.281300217,
eventure.com,eventure.com,null,null,1,1076247373,Computer Software,0.346014887,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.281270802,
jpmorganchase.com,jpmorganchase.com,null,null,1,1075709190,Financial Services,0.987866521,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.281257421,
telefonica.de,telefonica.de,null,null,1,1097801603,Telecommunications,0.935697019,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541613,Marketing Consulting Services,0.281218916,
indyfilmcorp.com,indyfilmcorp.com,null,null,1,1082088063,Media and Entertainment,0.431575447,56,Administrative and Support and Waste Management and Remediation Services,5611,Office Administrative Services,561110,Office Administrative Services,0.281212032,
allscripts.com,allscripts.com,1,null,1,1075457419,Information Technology and Services,0.419662923,51,Information,5112,Software Publishers,511210,Software Publishers,0.281203151,511210
fanfiction.net,fanfiction.net,null,1,null,1100450830,Media and Entertainment,0.300999552,51,Information,5191,Other Information Services,519190,All Other Information Services,0.281131148,
canterburypark.com,canterburypark.com,null,null,1,1073796153,Gambling & Casinos,0.937013447,71,"Arts, Entertainment, and Recreation",7112,Spectator Sports,711212,Racetracks,0.280542612,
bangkokhospital.com,bangkokhospital.com,null,null,1,1087377105,Hospital & Health Care,0.885635078,62,Health Care and Social Assistance,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,0.280362427,
imingcorp.com,imingcorp.com,null,null,1,1077055095,Consumer Electronics,0.44705981,51,Information,5152,Cable and Other Subscription Programming,515210,Cable and Other Subscription Programming,0.279921889,
omegahealthcare.com,omegahealthcare.com,null,null,1,1077494168,Financial Services,0.930239916,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation,0.279847235,
atwiki.jp,atwiki.jp,null,1,null,1102768335,Computer Software,0.349324644,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722513,Limited-Service Restaurants,0.279806495,
pentair.com,pentair.com,null,null,1,1076225903,Mechanical or Industrial Engineering,0.693812072,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423830,Industrial Machinery and Equipment Merchant Wholesalers,0.279739142,
credicorpnet.com,credicorpnet.com,null,null,1,1077595202,Financial Services,0.939642966,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523120,Securities Brokerage,0.279655039,
aristocrat.com.au,aristocrat.com.au,null,null,1,1078547247,Gambling & Casinos,0.998840749,71,"Arts, Entertainment, and Recreation",7132,Gambling Industries,713210,Casinos (except Casino Hotels),0.279546291,
jreast.co.jp,jreast.co.jp,null,null,1,1079027525,Transportation/Trucking/Railroad,0.762651503,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services",0.279334337,
serengetiresources.com,serengetiresources.com,null,null,1,1077047983,Mining & Metals,0.990876138,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.279108822,
essentgroup.com,essentgroup.com,null,null,1,1086949457,Insurance,0.559994161,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.279101312,
myalphaloop.com,myalphaloop.com,null,null,1,1075988120,Internet,0.466874361,51,Information,5173,Wired and Wireless Telecommunications Carriers,517311,Wired Telecommunications Carriers,0.279089093,
gcfb.net,gcfb.net,null,null,1,1075906379,Restaurants,0.916251719,42,Wholesale Trade,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424810,Beer and Ale Merchant Wholesalers,0.279030561,
aegion.com,aegion.com,null,null,1,1075424859,Oil & Energy,0.48281008,23,Construction,2371,Utility System Construction,237110,Water and Sewer Line and Related Structures Construction,0.278744906,
nwhp.ca,nwhp.ca,null,null,1,1074211398,Real Estate,0.971412778,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531110,Lessors of Residential Buildings and Dwellings,0.278512776,
telenav.com,telenav.com,null,null,1,1077207087,Computer Software,0.286013842,51,Information,5112,Software Publishers,511210,Software Publishers,0.278490514,
digitunder.com,digitunder.com,null,null,1,1102208756,Consumer Services,0.998803377,81,Other Services (except Public Administration),8121,Personal Care Services,812112,Beauty Salons,0.278234571,
keycapitalgroup.com,keycapitalgroup.com,null,null,1,1076521229,Mining & Metals,0.91914326,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522298,All Other Nondepository Credit Intermediation,0.278204501,
swagbucks.com,swagbucks.com,null,1,null,1076473347,Internet,0.548734903,51,Information,5191,Other Information Services,519130,Internet Publishing and Broadcasting and Web Search Portals,0.278200448,
lomiko.com,lomiko.com,null,null,1,1076854895,Mining & Metals,0.806363225,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.277882636,
snoogoo.com,snoogoo.com,null,null,1,1099526621,Internet,0.73532629,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.277796626,
rhgi.com,rhgi.com,null,null,1,1077544562,Restaurants,0.516305506,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722511,Full-Service Restaurants,0.277602106,
quinstreet.com,quinstreet.com,null,null,1,1076055154,Marketing and Advertising,0.581804156,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541810,Advertising Agencies,0.27755487,
creg-cn.com,creg-cn.com,null,null,1,1078722274,Environmental Services,0.818327487,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.277443379,
rbs.com,rbs.com,null,null,1,1073858621,Financial Services,0.750840724,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.277439088,
leagueoflegends.com,leagueoflegends.com,null,1,null,1073929470,Computer Software,0.526647091,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting,0.27735576,
care-view.com,care-view.com,null,null,1,1074816777,Hospital & Health Care,0.55755502,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0.277031124,
mdsol.com,mdsol.com,null,null,1,1080392910,Pharmaceuticals,0.686920166,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",0.277020782,
petradiamonds.com,petradiamonds.com,null,null,1,1077622357,Mining & Metals,0.986200631,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.276754141,
innergex.com,innergex.com,null,null,1,1077481773,Environmental Services,0.84945941,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.27656582,
rymanhealthcare.co.nz,rymanhealthcare.co.nz,null,null,1,1097819598,Hospital & Health Care,0.518480837,62,Health Care and Social Assistance,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly,0.276513457,
baroncapitalenterprise.com,baroncapitalenterprise.com,null,null,1,1098825077,Financial Services,0.87488544,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation,0.276323944,
ubm.com,ubm.com,null,null,1,1075185222,Publishing,0.333310157,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511120,Periodical Publishers,0.276242346,
battle.net,battle.net,null,1,null,1076063441,Computer Software,0.636632323,51,Information,5173,Wired and Wireless Telecommunications Carriers,517311,Wired Telecommunications Carriers,0.276170403,
niocorp.com,niocorp.com,null,null,1,1077501049,Mining & Metals,0.990769208,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.275973052,
quartzmountainresources.com,quartzmountainresources.com,null,null,1,1100984022,Mining & Metals,0.989191949,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.275934666,
eneva.com.br,eneva.com.br,null,null,1,1085572891,Oil & Energy,0.544365645,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.27593258,
givemesport.com,givemesport.com,null,1,null,1078723869,Sports,0.655161977,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,0.275871337,
pennymacfinancial.com,pennymacfinancial.com,null,null,1,1084183172,Financial Services,0.966272652,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522390,Other Activities Related to Credit Intermediation,0.275678664,
massmegawatts.com,massmegawatts.com,null,null,1,1074241603,Environmental Services,0.790390432,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221114,Solar Electric Power Generation,0.275481939,
ppjenterprise.com,ppjenterprise.com,null,null,1,1077378199,Financial Services,0.713424981,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.275465667,
nvidia.com,nvidia.com,null,null,1,1077074938,Computer Hardware,0.79140681,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.275277764,
nbcnews.com,nbcnews.com,null,1,null,1079527875,Media and Entertainment,0.633128703,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511110,Newspaper Publishers,0.275078714,
safeguard.com,safeguard.com,null,null,1,1074663795,Financial Services,0.913840592,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation,0.275048554,
radnet.com,radnet.com,null,null,1,1074435983,Hospital & Health Care,0.962214708,62,Health Care and Social Assistance,6215,Medical and Diagnostic Laboratories,621512,Diagnostic Imaging Centers,0.275023133,
flysafetech.com,flysafetech.com,null,null,1,1085896610,Airlines/Aviation,0.971230507,61,Educational Services,6115,Technical and Trade Schools,611512,Flight Training,0.274958104,
eksisozluk.com,eksisozluk.com,null,1,null,1078946341,Internet,0.529511392,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.274945825,
thisisnoble.com,thisisnoble.com,null,null,1,1074457368,Mining & Metals,0.958903432,42,Wholesale Trade,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,423520,Coal and Other Mineral and Ore Merchant Wholesalers,0.274730802,
rottentomatoes.com,rottentomatoes.com,null,1,null,1075157991,Media and Entertainment,0.534093142,51,Information,5121,Motion Picture and Video Industries,512131,Motion Picture Theaters (except Drive-Ins),0.274571776,
imdb.com,imdb.com,null,1,null,1075268975,Internet,0.540437877,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting,0.274560809,
eskimi.com,eskimi.com,null,1,null,1080420628,Internet,0.414530397,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.27450791,
vale.com,vale.com,null,null,1,1078841288,Mining & Metals,0.998209357,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212230,"Copper, Nickel, Lead, and Zinc Mining",0.274286419,
surgeenergy.ca,surgeenergy.ca,null,null,1,1074396398,Oil & Energy,0.99233985,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.27427718,
watsco.com,watsco.com,null,null,1,1074197276,Building Materials,0.754190147,42,Wholesale Trade,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,0.274226695,
chinaxd.net,chinaxd.net,null,null,1,1074549229,Plastics,0.726199508,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.27416116,
haber7.com,haber7.com,null,1,null,1082085570,Newspapers,0.403668046,61,Educational Services,6113,"Colleges, Universities, and Professional Schools",611310,"Colleges, Universities, and Professional Schools",0.274108559,
walmartmexico.com.mx,walmartmexico.com.mx,null,null,1,1097720823,Retail,0.386291146,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.273979843,
ventureminerals.com.au,ventureminerals.com.au,null,null,1,1078473884,Mining & Metals,0.995290279,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212230,"Copper, Nickel, Lead, and Zinc Mining",0.273961246,
assuredguaranty.com,assuredguaranty.com,null,null,1,1075053114,Financial Services,0.87335372,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524210,Insurance Agencies and Brokerages,0.273926795,
rareelementresources.com,rareelementresources.com,null,null,1,1076904350,Mining & Metals,0.989758134,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.273832142,
rosneft.com,rosneft.com,null,null,1,1079529669,Oil & Energy,0.973706603,42,Wholesale Trade,4247,Petroleum and Petroleum Products Merchant Wholesalers,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),0.273660392,
algodongroup.com,algodongroup.com,null,null,1,1082752075,Food & Beverages,0.362671107,42,Wholesale Trade,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,0.273638845,
polarismaterials.com,polarismaterials.com,null,null,1,1097792515,Building Materials,0.828899443,21,"Mining, Quarrying, and Oil and Gas Extraction",2123,Nonmetallic Mineral Mining and Quarrying,212319,Other Crushed and Broken Stone Mining and Quarrying,0.273540884,
ms-ad-hd.com,ms-ad-hd.com,null,null,1,1099454919,Insurance,0.895564437,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524298,All Other Insurance Related Activities,0.273515195,
massmart.co.za,massmart.co.za,null,null,1,1080238887,Consumer Goods,0.775278091,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services",0.273283511,
spindle.com,spindle.com,null,null,1,1076680164,Financial Services,0.725950241,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.27318576,
ambac.com,ambac.com,null,null,1,1077093963,Financial Services,0.985129595,52,Finance and Insurance,5239,Other Financial Investment Activities,523999,Miscellaneous Financial Investment Activities,0.273177326,
gerdau.com.br,gerdau.com.br,null,null,1,1079728170,Mining & Metals,0.970650375,42,Wholesale Trade,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,423510,Metal Service Centers and Other Metal Merchant Wholesalers,0.273075104,
patch.com,patch.com,null,1,null,1074857179,Newspapers,0.588169694,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511110,Newspaper Publishers,0.273058027,
transcat.com,transcat.com,null,null,1,1075314862,Wholesale,0.275883734,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423830,Industrial Machinery and Equipment Merchant Wholesalers,0.273057699,
encorecapital.com,encorecapital.com,null,null,1,1074581269,Financial Services,0.976418197,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.272972792,
bosideng.com,bosideng.com,null,null,1,1079302903,Apparel & Fashion,0.780902445,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.272495657,
uol.com.sg,uol.com.sg,null,null,1,1078988601,Real Estate,0.950576544,53,Real Estate and Rental and Leasing,5312,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,0.272457093,
klevermarketing.com,klevermarketing.com,null,null,1,1074240187,Marketing and Advertising,0.583802939,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541613,Marketing Consulting Services,0.272437334,
mesaexploration.com,mesaexploration.com,null,null,1,1077430201,Mining & Metals,0.988321364,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.272408843,
cnblogs.com,cnblogs.com,null,1,null,1079521363,Computer Software,0.609303594,51,Information,5112,Software Publishers,511210,Software Publishers,0.272379398,
linkedin.com,linkedin.com,null,1,null,1073954083,Internet,0.367207021,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.271963865,
greycloaktech.com,greycloaktech.com,null,null,1,1082876414,Internet,0.270151585,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.271883339,
enduroroyaltytrust.com,enduroroyaltytrust.com,null,null,1,1082075941,Financial Services,0.379881948,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.271852642,
smfg.co.jp,smfg.co.jp,null,null,1,1078743217,Financial Services,0.666941464,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.271852553,
fcx.com,fcx.com,null,null,1,1076863960,Mining & Metals,0.989810348,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212230,"Copper, Nickel, Lead, and Zinc Mining",0.271749288,
orange.com,orange.com,null,null,1,1078654101,Telecommunications,0.928760469,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541690,Other Scientific and Technical Consulting Services,0.271484166,
siblinggroup.com,siblinggroup.com,null,null,1,1075023995,Education,0.992540956,61,Educational Services,6116,Other Schools and Instruction,611699,All Other Miscellaneous Schools and Instruction,0.271393001,
nicolamining.com,nicolamining.com,null,null,1,1106972402,Mining & Metals,0.997638702,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.271230072,
benefitfocus.com,benefitfocus.com,null,null,1,1074082290,Insurance,0.493357927,52,Finance and Insurance,5241,Insurance Carriers,524114,Direct Health and Medical Insurance Carriers,0.270952016,
prismsoftware.com,prismsoftware.com,null,null,1,1077582069,Computer Software,0.840262592,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.270926058,
focus.de,focus.de,null,1,null,1099305145,Newspapers,0.616543949,51,Information,5191,Other Information Services,519130,Internet Publishing and Broadcasting and Web Search Portals,0.270847857,
chinagasholdings.com.hk,chinagasholdings.com.hk,null,null,1,1097854173,Oil & Energy,0.975188792,22,Utilities,2212,Natural Gas Distribution,221210,Natural Gas Distribution,0.270811886,
jpxglobal.net,jpxglobal.net,null,null,1,1098272239,Financial Services,0.834141135,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562211,Hazardous Waste Treatment and Disposal,0.270807713,
imperva.com,imperva.com,null,null,1,1076398395,Computer Network & Security,0.895851672,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541512,Computer Systems Design Services,0.270743549,
quorumhealth.com,quorumhealth.com,null,null,1,1080432161,Hospital & Health Care,0.910888374,62,Health Care and Social Assistance,6221,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals,0.270591438,
exac.com,exac.com,null,null,1,1074025619,Medical Devices,0.971834362,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0.270584941,
hollywoodmedia.com,hollywoodmedia.com,null,null,1,1075250080,Media and Entertainment,0.727127791,51,Information,5121,Motion Picture and Video Industries,512131,Motion Picture Theaters (except Drive-Ins),0.270441532,
iteris.com,iteris.com,null,null,1,1074664425,Computer Software,0.266497672,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services",0.270379782,
melypk.com,melypk.com,null,null,1,1082101984,Internet,0.6212762,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.270289213,
grupobancolombia.com,grupobancolombia.com,null,null,1,1080834567,Financial Services,0.994753003,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.270061433,
ltbridge.com,ltbridge.com,null,null,1,1076994096,Oil & Energy,0.403911978,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541690,Other Scientific and Technical Consulting Services,0.269863039,
midasgoldinc.com,midasgoldinc.com,null,null,1,1087044813,Mining & Metals,0.972298145,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.269796014,
zedcor.ca,zedcor.ca,null,null,1,1073805989,Oil & Energy,0.962590993,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.269795567,
diacorporate.com,diacorporate.com,null,null,1,1079915383,Retail,0.321366072,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services",0.269784778,
lendlease.com,lendlease.com,null,null,1,1078495382,Real Estate,0.575427473,23,Construction,2372,Land Subdivision,237210,Land Subdivision,0.269727916,
kering.com,kering.com,null,null,1,1076417627,Luxury Goods & Jewelry,0.823946714,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",0.269513756,
spiritrealty.com,spiritrealty.com,null,null,1,1077417235,Real Estate,0.9762972,53,Real Estate and Rental and Leasing,5312,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,0.269405544,
licoenergymetals.com,licoenergymetals.com,null,null,1,1109952887,Mining & Metals,0.938666284,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.269375563,
avigilon.com,avigilon.com,null,null,1,1075318723,Security and Investigations,0.959851861,42,Wholesale Trade,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,423690,Other Electronic Parts and Equipment Merchant Wholesalers,0.26933071,
synacor.com,synacor.com,null,null,1,1074966371,Internet,0.427265167,51,Information,5112,Software Publishers,511210,Software Publishers,0.269028097,
chinawe.com,chinawe.com,null,null,1,1079556196,Financial Services,0.933753192,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation,0.268988967,
blog.me,blog.me,null,1,null,1110412062,Internet,0.183328509,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541612,Human Resources Consulting Services,0.268929929,
claraanalytics.com,claraanalytics.com,1,null,null,1111876480,Information Technology and Services,0.355968356,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.26892966,
molymines.com,molymines.com,null,null,1,1078571611,Mining & Metals,0.998407662,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.268921465,
crusaderresources.com,crusaderresources.com,null,null,1,1078441840,Mining & Metals,0.986759126,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.268901438,
akersolutions.com,akersolutions.com,null,null,1,1074269535,Oil & Energy,0.991136313,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.268802017,
cornerstoneresources.com,cornerstoneresources.com,null,null,1,1077416063,Mining & Metals,0.968652487,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.268635482,
stjosephinc.com,stjosephinc.com,null,null,1,1084133199,Staffing and Recruiting,0.430755228,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541512,Computer Systems Design Services,0.268541455,
tnb.com.my,tnb.com.my,null,null,1,1079999050,Utilities,0.921943069,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.268106222,
londonpacificgroup.com,londonpacificgroup.com,null,null,1,1075725737,Financial Services,0.923911393,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation,0.26789245,
scrippsnetworks.com,scrippsnetworks.com,null,null,1,1074634598,Media and Entertainment,0.627898097,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541840,Media Representatives,0.267794967,
itronics.com,itronics.com,null,null,1,1075209104,Mining & Metals,0.751297951,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.267698228,
